,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
21891,O=C1N(N(C(C1=NC(=O)CN2N=C(C=3C(C2=O)=CC=CC3)C(O)=O)C)C)C4=CC=CC=C4,5.13055562973022,2363621,pubchem,433.424,7,1,1.3444,True
22136,OC=1C=2C(N=CC1C(O)=O)=CC=C(C2)CC,5.13075160980225,721200,pubchem,217.224,3,2,2.201,True
22137,OC=1C=2C(N=CC1C(O)=O)=CC=C(C2)CC,5.13075160980225,721200,pubchem_screening,217.224,3,2,2.201,True
22140,S(C=1N=C(C=C(O)N1)CCC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.13087224960327,CHEMBL1396581,chembl20,413.503,7,1,2.4765,True
22141,O=C1N(N(C(C1=NC(=O)C2=C3C(=NC(O)=C2)C=CC=C3)C)C)C4=CC=CC=C4,5.13088321685791,CHEMBL1344055,chembl20,374.4,5,1,2.8037,True
22142,O=C1N(N(C(C1=NC(=O)C=2C=3C(N=C(O)C2)=CC=CC3)C)C)C4=CC=CC=C4,5.13088321685791,2449863,pubchem_screening,374.4,5,1,2.8037,True
22145,O=C1N(N(C(C1=NC(=O)C=2C=3C(N=C(O)C2)=CC=CC3)C)C)C4=CC=CC=C4,5.13088321685791,2449863,pubchem,374.4,5,1,2.8037,True
22357,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)C(C(OC)=O)CC,5.13090467453003,CHEMBL1520965,chembl20,344.396,8,1,2.5648,True
22360,S(C(CC)C(OC)=O)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.13090467453003,3277374,pubchem_screening,344.396,8,1,2.5648,True
22363,S(C(CC)C(OC)=O)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.13090467453003,3277374,pubchem,344.396,8,1,2.5648,True
22599,FC(F)(F)C=1N2N=C(O)C(N=NC3=CC=CC=C3)=C2N=C(C1)C,5.13099908828735,CHEMBL1548055,chembl20,321.262,6,1,4.17752,True
22612,FC(F)(F)C=1N2N=C(O)C(/N=N/C3=CC=CC=C3)=C2N=C(C1)C,5.13099908828735,16187632,pubchem_screening,321.262,6,1,4.17752,True
22615,FC(F)(F)C=1N2N=C(O)C(/N=N/C3=CC=CC=C3)=C2N=C(C1)C,5.13099908828735,16187632,pubchem,321.262,6,1,4.17752,True
22811,O=C(NC1CCN(CC1)CC2=CC=3C(C=C2)=CC=CC3)C4=CC(O)=CC=C4,5.13114547729492,44417984,pubchem,360.457,3,2,3.9398,True
22812,S(O)(O)(N=C1CCCC1)=CCNC(=O)C=2C=CC=CC2,5.13127994537354,7423239,pubchem_screening,296.392,4,4,2.6315,True
22815,S(O)(O)(N=C1CCCC1)=CCNC(=O)C=2C=CC=CC2,5.13127994537354,7423239,pubchem,296.392,4,4,2.6315,True
22951,S(O)(O)(N=C1CCCC1)=CCNC(=O)C=2C=CC=CC2,5.13127994537354,CHEMBL1704750,chembl20,296.392,4,4,2.6315,True
22954,C(C1=CC(=CC=C1)F)(=O)NCC2=CN=C(S2)NC3=NC=NC4=CC(=C(C=C34)OC)OCCCN5CCC(CC5)CO,5.13146781921387,CHEMBL201263,chembl20,580.686,10,3,4.3808,False
22955,OS=1(O)=CCC=2N=C(N=C(N3[C@@H](COCC3)C)C2C1)C4=CC=C(C=C4)N=C(NCC)O,5.13149976730347,CHEMBL2063755,chembl20,445.545,7,4,2.7829,True
22956,OS=1(O)=CCC=2N=C(N=C(N3[C@H](COCC3)C)C2C1)C=4C=CC(=CC4)N=C(NCC)O,5.13149976730347,CHEMBL2063756,chembl20,445.545,7,4,2.7829,True
22957,OC=1N(CC2N(CCC2)CC)C=NC=3C1N=C4C3C=CC(OC)=C4,5.13152027130127,4327205,pubchem_screening,326.4,6,1,2.7346,True
22960,OC=1N(CC2N(CCC2)CC)C=NC=3C1N=C4C3C=CC(OC)=C4,5.13152027130127,4327205,pubchem,326.4,6,1,2.7346,True
23180,OC=1N(CC2N(CCC2)CC)C=NC=3C1N=C4C3C=C(OC)C=C4,5.13152027130127,3617975,pubchem_screening,326.4,6,1,2.7346,True
23183,OC=1N(CC2N(CCC2)CC)C=NC=3C1N=C4C3C=C(OC)C=C4,5.13152027130127,3617975,pubchem,326.4,6,1,2.7346,True
23369,OC=1N(C=NC=2C1N=C3C2C=C(OC)C=C3)CC4N(CCC4)CC,5.13152027130127,CHEMBL1401148,chembl20,326.4,6,1,2.7346,True
23373,OC=1N(C=NC=2C1N=C3C2C=CC(OC)=C3)CC4N(CCC4)CC,5.13152027130127,CHEMBL1306957,chembl20,326.4,6,1,2.7346,True
23376,S1/C(/N(C(=C1)C)C)=N/C(=O)C=2C=CC=CC2,5.13169479370117,900891,pubchem_screening,232.308,3,0,2.13612,True
23379,S1/C(/N(C(=C1)C)C)=N/C(=O)C=2C=CC=CC2,5.13169479370117,900891,pubchem,232.308,3,0,2.13612,True
23584,S1/C(/N(C(=C1)C)C)=N\C(=O)C=2C=CC=CC2,5.13169479370117,CHEMBL1976236,chembl20,232.308,3,0,2.13612,True
23596,S(C=1N(CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C=4C(N1)=CC=CC4)C,5.1317310333252,1515698,pubchem_screening,407.499,6,0,3.0079,True
23599,S(C=1N(CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C=4C(N1)=CC=CC4)C,5.1317310333252,1515698,pubchem,407.499,6,0,3.0079,True
23839,S(C=1N(C=2C(N1)=CC=CC2)CC(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C,5.1317310333252,CHEMBL1388606,chembl20,407.499,6,0,3.0079,True
23840,OC(=NO)[C@@H](N)CC=1C=CC(O)=CC1,5.13192319869995,256524,pubchem,196.206,4,4,0.607699999999999,True
23847,C1=C(O)C=CC(C[C@@H](C(O)=NO)N)=C1,5.13192319869995,CHEMBL217863,chembl20,196.206,4,4,0.6077,True
23850,BrC1=CC=2C(N=NC(=S)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)=C(O)NC2C=C1,5.13210678100586,5534493,pubchem_screening,485.367,5,2,4.72770000000001,True
23853,BrC1=CC=2C(N=NC(=S)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)=C(O)NC2C=C1,5.13210678100586,5534493,pubchem,485.367,5,2,4.72770000000001,True
24047,OC1=NC(O)=NC(O)=C1C=NC=2C=CC(N(CC)CC)=CC2,5.13211536407471,5386020,pubchem_screening,302.334,7,3,2.1902,True
24050,OC1=NC(O)=NC(O)=C1C=NC=2C=CC(N(CC)CC)=CC2,5.13211536407471,5386020,pubchem,302.334,7,3,2.1902,True
24197,OC1=NC(O)=NC(O)=C1C=NC=2C=CC(N(CC)CC)=CC2,5.13211536407471,CHEMBL1500993,chembl20,302.334,7,3,2.1902,True
24209,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC=CC=C4,5.13255929946899,4907210,pubchem_screening,336.438,4,2,2.6382,True
24212,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC=CC=C4,5.13255929946899,4907210,pubchem,336.438,4,2,2.6382,True
24364,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC=CC=C4,5.13255929946899,CHEMBL3211410,chembl20,336.438,4,2,2.6382,True
24366,O=C1N(N(C(C1=NNC=2C(=NN(C2O)C3=CC=CC=C3)C)=C)C)C4=CC=CC=C4,5.13288879394531,5436641,pubchem_screening,388.431,7,2,3.06152,True
24369,OC1=NN2C(N=C(C=C2O)C)=C1N=NC=3C=CC=CC3,5.1329083442688,11841066,pubchem_screening,269.264,7,2,2.86432,True
24372,OC1=NN2C(N=C(C=C2O)C)=C1N=NC=3C=CC=CC3,5.1329083442688,11841066,pubchem,269.264,7,2,2.86432,True
24571,OC1=NN2C(N=C(C=C2O)C)=C1N=NC=3C=CC=CC3,5.1329083442688,CHEMBL3190340,chembl20,269.264,7,2,2.86432,True
24584,OC=1N(C(O)=CC1NC2CCCCC2)C3=CC=CC=C3,5.13292932510376,2848177,pubchem,272.348,4,3,3.6331,True
24585,OC=1N(C(O)=CC1NC2CCCCC2)C3=CC=CC=C3,5.13292932510376,2848177,pubchem_screening,272.348,4,3,3.6331,True
24588,OC1=NC(N2CCCC2)=NC=3CN(CCC31)C(=O)CC4=CC(OC)=C(O)C=C4,5.13308668136597,16668815,pubchem_screening,384.436,7,2,1.624,True
24589,O=C1N(N(C(C1=NC(=O)C2=NOC(CCC)=C2)C)C)C3=CC=CC=C3,5.13330602645874,9550632,pubchem_screening,340.383,5,0,2.4904,True
24592,O=C1N(N(C(C1=NC(=O)C2=NOC(CCC)=C2)C)C)C3=CC=CC=C3,5.13330602645874,9550632,pubchem,340.383,5,0,2.4904,True
24809,O=C1N(N(C(C1=NC(=O)C2=NOC(=C2)CCC)C)C)C3=CC=CC=C3,5.13330602645874,CHEMBL1541149,chembl20,340.383,5,0,2.4904,True
24811,C1CN(CC=2CC3N(C(C2)CCC3)C(=O)C)CCC1NC=4C=CC=5C(=CC(C(F)(F)F)=CC5)N4,5.13338422775269,CHEMBL271847,chembl20,472.555,4,1,5.22960000000001,False
24812,OC(C1=NC=2C(C=C1)=CC=CC2)C/C(=N\O)/C,5.13338804244995,CHEMBL3209283,chembl20,230.267,4,2,2.5084,True
24817,OC(C/C(=N\O)/C)C1=NC2=C(C=C1)C=CC=C2,5.13338804244995,5923273,pubchem_screening,230.267,4,2,2.5084,True
24820,OC(C/C(=N\O)/C)C1=NC2=C(C=C1)C=CC=C2,5.13338804244995,5923273,pubchem,230.267,4,2,2.5084,True
25044,OC(C/C(=N/O)/C)C1=NC2=C(C=C1)C=CC=C2,5.13338804244995,5340884,pubchem,230.267,4,2,2.5084,True
25045,OC(C/C(=N/O)/C)C1=NC2=C(C=C1)C=CC=C2,5.13338804244995,5340884,pubchem_screening,230.267,4,2,2.5084,True
25048,N1(C=2C=CC=CC2C(C(=O)OCC3CCN(CC3)CC=NS(O)(=O)C)=C1)C([3H])([3H])[3H],5.13341522216797,CHEMBL518682,chembl20,399.533147834,5,2,2.1524,True
25049,O=C1N(N(C(C1=NC(=O)N)C)C)C2=CC=CC=C2,5.13358449935913,797020,pubchem_screening,246.27,3,1,0.7882,True
25052,O=C1N(N(C(C1=NC(=O)N)C)C)C2=CC=CC=C2,5.13358449935913,797020,pubchem,246.27,3,1,0.7882,True
25249,O=C1N(N(C(C1=NC(=O)N)C)C)C2=CC=CC=C2,5.13358449935913,CHEMBL1550801,chembl20,246.27,3,1,0.7882,True
25253,N1=C(SC(=C1O)CC=2C=CC(N3CCC(NC[C@@H](C4=CN=CC=C4)O)CC3)=CC2)O,5.13361787796021,CHEMBL161950,chembl20,426.542,8,4,2.8321,True
25254,ClC1=CC(NC2=NC=NC=3C2=NC(N4CCC(CC4)CN(CC)CC)=NC3)=CC=C1F,5.13387537002564,17756796,pubchem,443.958,7,1,4.5141,True
25255,ClC1=CC(NC2=NC=NC=3C2=NC(N4CCC(CC4)CN(CC)CC)=NC3)=CC=C1F,5.13387537002564,17756796,pubchem_screening,443.958,7,1,4.5141,True
25273,ClC1=CC(NC2=NC=NC3=C2N=C(N4CCC(CC4)CN(CC)CC)N=C3)=CC=C1F,5.13387537002564,CHEMBL1358485,chembl20,443.958,7,1,4.5141,True
25276,C=12C(N=C(N(C1O)CCCC)O)=NC(=N2)C=3C=CC=CC3,5.13395071029663,CHEMBL8789,chembl20,284.319,6,2,2.6562,True
25278,OC=1N(CCCC)C(O)=NC2=NC(=NC12)C=3C=CC=CC3,5.13395071029663,11781054,pubchem,284.319,6,2,2.6562,True
25279,S(CC(=O)N=NC1=C(O)N(CN2CCN(CC2)C)C3=C1C=CC=C3)C=4OC=5C(N4)=CC=CC5,5.13404989242554,5347195,pubchem,464.551,9,1,4.0956,True
25280,S(CC(=O)N=NC1=C(O)N(CN2CCN(CC2)C)C3=C1C=CC=C3)C=4OC=5C(N4)=CC=CC5,5.13404989242554,5347195,pubchem_screening,464.551,9,1,4.0956,True
25283,S1C(NC=2C=CC(CCN3[C@H](C[C@@H](O)CC3)CO)=CC2)=NC(C4=CC(OC)=CC=C4)=C1,5.13419675827026,71814847,pubchem,439.581,7,3,3.9224,True
25285,C=12C(N=C(N(C1O)CCC)O)=NC(=N2)C=3C=CC=CC3,5.13426971435547,CHEMBL274855,chembl20,270.292,6,2,2.2661,True
25288,O=C1N(N(C(=C1N=CC(C#N)C#N)C)C)C2=CC=CC=C2,5.1344108581543,390325,pubchem_screening,279.303,6,0,1.85008,True
25291,O=C1N(N(C(=C1N=CC(C#N)C#N)C)C)C2=CC=CC=C2,5.1344108581543,390325,pubchem,279.303,6,0,1.85008,True
25491,O=C1N(N(C(=C1N=CC(C#N)C#N)C)C)C2=CC=CC=C2,5.1344108581543,CHEMBL1334392,chembl20,279.303,6,0,1.85008,True
25494,O=C(N1CCCC1)C/C(=N/NC(=O)C2=CC3=C(C=C2O)C=CC=C3)/C,5.13445663452148,9638434,pubchem_screening,339.395,4,2,2.6636,True
25497,O=C(N1CCCC1)C/C(=N/NC(=O)C2=CC3=C(C=C2O)C=CC=C3)/C,5.13445663452148,9638434,pubchem,339.395,4,2,2.6636,True
25673,OC=1C(=CC2=C(C1)C=CC=C2)C(=O)N/N=C(/CC(=O)N3CCCC3)\C,5.13445663452148,CHEMBL3192665,chembl20,339.395,4,2,2.6636,True
25686,S\1C(=S)N(CCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C\C4=CC(OC)=CC=C4,5.13449192047119,1575377,pubchem,508.625,7,0,3.5362,False
25687,S\1C(=S)N(CCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C\C4=CC(OC)=CC=C4,5.13449192047119,1575377,pubchem_screening,508.625,7,0,3.5362,False
25690,N12C(=C(N=C1C=3C=CC=CC3)/C=N/N4CCN(CC4)C)C=CC=C2,5.13462162017822,CHEMBL3199617,chembl20,319.412,5,0,2.5826,True
25699,N1(CCN(/N=C/C=2N=C(N3C2C=CC=C3)C=4C=CC=CC4)CC1)C,5.13462162017822,9562808,pubchem_screening,319.412,5,0,2.5826,True
25702,N1(CCN(/N=C/C=2N=C(N3C2C=CC=C3)C=4C=CC=CC4)CC1)C,5.13462162017822,9562808,pubchem,319.412,5,0,2.5826,True
25898,C=1(C=2CSCC2C=3C(=NN(C3N1)C)C=4C=CC=CC4)O,5.13473749160767,CHEMBL497591,chembl20,283.356,5,1,3.0877,True
25899,C=1(N=C2C(=C(N1)N)C=C(S2)CN3CCC(CC3)F)C4=CC(=CC=C4)C(F)(F)F,5.13477754592896,CHEMBL3217874,chembl20,410.44,5,1,4.8932,True
25900,S1/C(/N(CCN(CC)CC)C(C2=CC=CC=C2)=C1)=N\C3=CC=CC=C3,5.13478851318359,1537448,pubchem,351.519,4,0,4.7908,True
25901,S1/C(/N(CCN(CC)CC)C(C2=CC=CC=C2)=C1)=N\C3=CC=CC=C3,5.13478851318359,1537448,pubchem_screening,351.519,4,0,4.7908,True
25931,S1/C(/N(C(C2=CC=CC=C2)=C1)CCN(CC)CC)=N\C3=CC=CC=C3,5.13478851318359,CHEMBL1435075,chembl20,351.519,4,0,4.7908,True
25939,S1/C(/N(/N=C/C2=C(O)C(O)=C(O)C=C2)C(=C1)C)=N\C,5.13492679595947,CHEMBL3191780,chembl20,279.321,7,3,1.38752,True
25972,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(=C1)C)=N\C,5.13492679595947,16240781,pubchem,279.321,7,3,1.38752,True
25977,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(=C1)C)=N\C,5.13492679595947,5834362,pubchem_screening,279.321,7,3,1.38752,True
25980,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(=C1)C)=N\C,5.13492679595947,5834362,pubchem,279.321,7,3,1.38752,True
26177,O1C(=C(C=C1CN(CC)CC)C(=O)O)C2=CC=CC=C2,5.13508176803589,CHEMBL1421968,chembl20,273.332,3,1,3.4866,True
26179,O1C(CN(CC)CC)=CC(=C1C2=CC=CC=C2)C(O)=O,5.13508176803589,16187039,pubchem_screening,273.332,3,1,3.4866,True
26182,O1C(CN(CC)CC)=CC(=C1C2=CC=CC=C2)C(O)=O,5.13508176803589,16187039,pubchem,273.332,3,1,3.4866,True
26363,S=C(N/N=C/C1=C(O)C=C(N(CC)CC)C=C1)NC,5.13510799407959,CHEMBL1988666,chembl20,280.397,4,3,1.6662,True
26381,S=C(NN=CC1=C(O)C=C(N(CC)CC)C=C1)NC,5.13510799407959,6535036,pubchem_screening,280.397,4,3,1.6662,True
26384,S=C(NN=CC1=C(O)C=C(N(CC)CC)C=C1)NC,5.13510799407959,6535036,pubchem,280.397,4,3,1.6662,True
26577,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(C=3OC=CC3)=C1)=N\CCOC,5.13520002365112,6040412,pubchem_screening,375.406,9,3,2.3557,True
26580,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(C=3OC=CC3)=C1)=N\CCOC,5.13520002365112,6040412,pubchem,375.406,9,3,2.3557,True
26762,S1/C(/N(/N=C/C2=C(O)C(O)=C(O)C=C2)C(C=3OC=CC3)=C1)=N\CCOC,5.13520002365112,CHEMBL1984240,chembl20,375.406,9,3,2.3557,True
26792,N1=C(C2=C(N=C1C=3C=CC=C(O)C3)N(C=N2)C4CCN(CC4)CC=5C=CC(=NC5)OC)N6CCOCC6,5.13525056838989,CHEMBL591807,chembl20,501.591,10,1,3.2762,False
26795,C=1C=C(/C=C/C(=NO)O)C=CC1CN2CCCC(C2)C=3C4=C(NC3)C=CC=C4,5.13526964187622,CHEMBL1094040,chembl20,375.472,3,3,4.9064,True
26797,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)NCC=C,5.13527488708496,1850492,pubchem,302.403,3,1,1.77,True
26798,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)NCC=C,5.13527488708496,1850492,pubchem_screening,302.403,3,1,1.77,True
26801,S1C(O)=C(/C(=N/C2=C(OC)C=CC=C2)/C)C(O)=C1,5.13538932800293,CHEMBL3214224,chembl20,263.318,5,2,3.3086,True
26808,S1C=C(O)C(C(=NC2=C(OC)C=CC=C2)C)=C1O,5.13538932800293,5310668,pubchem_screening,263.318,5,2,3.3086,True
26811,S1C=C(O)C(C(=NC2=C(OC)C=CC=C2)C)=C1O,5.13538932800293,5310668,pubchem,263.318,5,2,3.3086,True
27049,S1C=C(O)C(C(=NC2=C(OC)C=CC=C2)C)=C1O,5.13538932800293,788518,pubchem,263.318,5,2,3.3086,True
27050,S1C=C(O)C(C(=NC2=C(OC)C=CC=C2)C)=C1O,5.13538932800293,788518,pubchem_screening,263.318,5,2,3.3086,True
27053,N=1C2=C(C3=NC(C4=CC=CO4)=NN3C1N)C=NN2CCCC=5C=CC(=CC5)N,5.1354775428772,CHEMBL281805,chembl20,374.408,9,2,2.5312,True
27055,O=C1N(N(C(C1=NC(=O)C(C=C2CCC=CC2)C#N)C)C)C3=CC=CC=C3,5.13565015792847,6021734,pubchem_screening,362.433,4,0,3.04238,True
27058,O=C1N(N(C(C1=NC(=O)C(C=C2CCC=CC2)C#N)C)C)C3=CC=CC=C3,5.13565015792847,6021734,pubchem,362.433,4,0,3.04238,True
27262,O=C1N(N(C(C1=NC(=O)C(C=C2CC=CCC2)C#N)C)C)C3=CC=CC=C3,5.13565015792847,CHEMBL1407584,chembl20,362.433,4,0,3.04238,True
27266,N1=C(C2=CN=C(N=C2)N)N=C(C3=C1SC(CC4CCN(CC4)CC(F)(F)F)=C3)N5CCOCC5,5.13565731048584,CHEMBL1949914,chembl20,493.559,9,1,3.3839,True
27268,BrC=1C(N2CCC(CC2)CO)=NC(O)=NC1O,5.13568353652954,45263336,pubchem,304.144,6,3,0.859,True
27269,FC(F)(F)C1=NC=2C(N(C(CC)C(=O)NC=3C=CC(=CC3)CC)C1=O)=CC=CC2,5.13593673706055,16024791,pubchem,403.404,4,1,4.5675,True
27271,FC(F)(F)C1=NC=2C(N(C(CC)C(=O)NC=3C=CC(=CC3)CC)C1=O)=CC=CC2,5.13593673706055,16024791,pubchem_screening,403.404,4,1,4.5675,True
27302,FC(F)(F)C1=NC2=C(N(C1=O)C(C(=O)NC=3C=CC(=CC3)CC)CC)C=CC=C2,5.13593673706055,CHEMBL1364755,chembl20,403.404,4,1,4.5675,True
27304,OC=1N=C(N=C(C1/N=N\C2=CC=CC=C2)C(=O)O)N,5.13594341278076,CHEMBL1512838,chembl20,259.225,7,3,1.878,True
27307,OC1=NC(=NC(=C1N=NC=2C=CC=CC2)C(O)=O)N,5.13594341278076,5459341,pubchem,259.225,7,3,1.878,True
27318,OC1=NC(=NC(=C1N=NC=2C=CC=CC2)C(O)=O)N,5.13594341278076,5459341,pubchem_screening,259.225,7,3,1.878,True
27327,O=C1N(N(C(C1=NC(O)C=2ON=C(C2)C3=CC(OC)=CC=C3)C)C)C4=CC=CC=C4,5.13597059249878,CHEMBL1580796,chembl20,406.442,7,1,3.0642,True
27328,O1N=C(C=C1C(O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C4=CC(OC)=CC=C4,5.13597059249878,16193926,pubchem_screening,406.442,7,1,3.0642,True
27331,O1N=C(C=C1C(O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C4=CC(OC)=CC=C4,5.13597059249878,16193926,pubchem,406.442,7,1,3.0642,True
27516,S1/C(/N(CC2=CC=CC=C2)C(=C1)C)=N\C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,5.13597536087036,1528742,pubchem_screening,390.512,6,0,3.93654,True
27517,S1/C(/N(CC2=CC=CC=C2)C(=C1)C)=N\C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,5.13597536087036,1528742,pubchem,390.512,6,0,3.93654,True
27728,S1/C(=N/C=2C(=O)N(N(C2C)C)C3=CC=CC=C3)/N(C(=C1)C)CC4=CC=CC=C4,5.13597536087036,CHEMBL1704916,chembl20,390.512,6,0,3.93654,True
27730,S1/C(=N\C=2C(=O)N(N(C2C)C)C3=CC=CC=C3)/N(C(=C1)C)CC4=CC=CC=C4,5.13597536087036,CHEMBL3213482,chembl20,390.512,6,0,3.93654,True
27731,S(CC(=O)NC1CCCCC1)C=2N=C(O)C(C3=CC=CC=C3)=C(O)N2,5.13604497909546,2890791,pubchem_screening,359.451,6,3,3.0958,True
27733,S(N=C1[C@@H](C2=CC=C(C=C2)I)CCC1)(O)(O)=C(C)C,5.13605117797852,CHEMBL63355,chembl20,393.29,3,3,4.6098,True
27734,O(C1=CC2=C(C=C(C3=NN(CCC4CCN(CC4)CCC)C5=NC=NC(N)=C53)C=C2)C=C1)CC,5.13610792160034,70682524,pubchem,458.61,7,1,5.1395,False
27735,O=C1N(N(C(C1=NN=C(C2N=C3C(=N2)C=CC=C3)C#N)C)C)C4=CC=CC=C4,5.13616228103638,5364905,pubchem_screening,371.404,7,0,0.86818,True
27738,ClCCN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2,5.13623523712158,6880476,pubchem_screening,282.756,4,2,2.913,True
27741,ClCCN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2,5.13623523712158,6880476,pubchem,282.756,4,2,2.913,True
27934,ClCCN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2,5.13623523712158,CHEMBL1467505,chembl20,282.756,4,2,2.913,True
27944,ON=CC(=NNC=1C=CC=CC1)C,5.13637781143189,5712601,pubchem_screening,177.207,4,2,1.9344,True
27947,N(=C(N)N)CCC[C@H](NC([C@@H](CC(=NO)O)CC1=CC2=CC=CC=C2C=C1)=O)C(N)=O,5.13653326034546,CHEMBL2324208,chembl20,428.493,5,6,0.758000000000002,False
27948,O[N+]1=C2C([N+](O)=CC1C=3C=CC=CC3)CCCC2,5.13653421401978,CHEMBL1509586,chembl20,246.31,2,2,1.9991,True
27949,OCC1=CC=C(C2N3C(CCC2)=CN=C3)C=C1,5.13654136657715,13688218,pubchem,228.295,3,1,2.3011,True
27950,S(C=1N=C(N=C2N(C=NC21)CCCC)N)CC=3C=C(F)C=CC3,5.13656377792358,CHEMBL1736181,chembl20,331.42,6,1,3.64,True
27954,S(C1=NC(=NC=2N(CCCC)C=NC21)N)CC3=CC(F)=CC=C3,5.13656377792358,241899,pubchem_screening,331.42,6,1,3.64,True
27957,S(C1=NC(=NC=2N(CCCC)C=NC21)N)CC3=CC(F)=CC=C3,5.13656377792358,241899,pubchem,331.42,6,1,3.64,True
28041,S1CCN(C(=O)C2=C3N(N=C2)C(=CC(=N3)C=4C=CC=CC4)C(F)F)CC1,5.13659191131592,CHEMBL1483925,chembl20,374.416,5,0,3.5229,True
28046,S1CCN(CC1)C(=O)C2=C3N(N=C2)C(=CC(=N3)C=4C=CC=CC4)C(F)F,5.13659191131592,655220,pubchem_screening,374.416,5,0,3.5229,True
28049,S1CCN(CC1)C(=O)C2=C3N(N=C2)C(=CC(=N3)C=4C=CC=CC4)C(F)F,5.13659191131592,655220,pubchem,374.416,5,0,3.5229,True
28268,O/N=C/1\C=CCC/C(=N\O)/CCC=C1,5.13679695129395,5713361,pubchem_screening,194.234,4,2,2.3332,True
28271,OC=1N(N=C(C1C=NCC=C)C)C2=CC=CC=C2,5.13693618774414,16194535,pubchem_screening,241.294,4,1,2.49122,True
28274,OC=1N(N=C(C1C=NCC=C)C)C2=CC=CC=C2,5.13693618774414,16194535,pubchem,241.294,4,1,2.49122,True
28473,OC=1N(N=C(C1/C=N/CC=C)C)C2=CC=CC=C2,5.13693618774414,CHEMBL3192572,chembl20,241.294,4,1,2.49122,True
28480,C1(=C(C=CC(=C1)CN2CCC(CC2)CNC(/C(=N/O)/C(C)=O)=O)OC)OC,5.13703870773315,CHEMBL3235211,chembl20,377.441,7,2,1.4512,True
28481,C1(=CC=2SC(=NC2C=C1)NC3CCN(CC3)CC=4C=CC(=CC4)C(O)=O)N=C(N)C5=CC=CS5,5.13742065429688,CHEMBL234499,chembl20,491.642,7,3,5.1695,False
28483,S1C(NC2CCN(CC2)CC=3C=CC(=CC3)C(O)=O)=NC4=C1C=C(/N=C(\N)/C=5SC=CC5)C=C4,5.13742065429688,44430641,pubchem,491.642,7,3,5.1695,False
28484,O=C1N(N(C(C1=NNC2=C(O)N=C(O)N=C2O)=C)C)C3=CC=CC=C3,5.13744020462036,5662001,pubchem_screening,342.315,9,4,0.7686,True
28487,O=C1N(N(C(C1=NNC2=C(O)N=C(O)N=C2O)=C)C)C3=CC=CC=C3,5.13744020462036,5662001,pubchem,342.315,9,4,0.7686,True
28680,O=C1N(N(C(C1=NNC2=C(O)N=C(O)N=C2O)=C)C)C3=CC=CC=C3,5.13744020462036,CHEMBL1352221,chembl20,342.315,9,4,0.7686,True
28695,S=1(O)(O)=CC=2C(=NN(C2NC(=O)C3CCCC3)C4=CC=CC=C4)C1,5.13753080368042,4159770,pubchem_screening,345.424,5,3,3.0658,True
28698,S=1(O)(O)=CC=2C(=NN(C2NC(=O)C3CCCC3)C4=CC=CC=C4)C1,5.13753080368042,4159770,pubchem,345.424,5,3,3.0658,True
28855,S=1(O)(O)=CC2=C(N(N=C2C1)C3=CC=CC=C3)NC(=O)C4CCCC4,5.13753080368042,CHEMBL1707799,chembl20,345.424,5,3,3.0658,True
28858,O=C1N(N(C(C1=N)C)C)C2=CC=CC=C2,5.13764810562134,2151,pubchem_screening,203.245,3,1,1.28827,True
28861,O=C1N(N(C(C1=N)C)C)C2=CC=CC=C2,5.13764810562134,2151,pubchem,203.245,3,1,1.28827,True
