Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
VBHJSCJOUYCRKP-UYBDAZJANA-N,CHEMBL1277999,3362,A,8.77,chembl20,684952,9606,HTR6,2105,O=S(=O)(C1=NNC2=C1C=C(N3CCN(CC3)C)C=C2)C4=CC=CC(=C4)F
VBKOTIVQMCTTAQ-VMIOWZCSNA-N,9904281,3362,A,5.93667,pubchem,315629,9606,HTR6,2105,ClC=1C2=C(NC(=NC2)N)C=CC1Cl
VBKOTIVQMCTTAQ-XLPACQNMNA-N,CHEMBL1548,3362,A,5.94,chembl20,463655,9606,HTR6,2105,C1(=CC=C2N=C(NCC2=C1Cl)N)Cl
VBNSQPAQKREKCT-UHFFFAOYNA-N,10276057,3362,A,8.48149,pubchem,239164,9606,HTR6,2105,ClC=1C2=C(C(S(=O)(=O)NC3=CC=4C(CCN(CC)CC)=CNC4C=C3)=CC=C2)C=CC1
VCTMDBUJYNNLFY-UHFFFAOYNA-N,46890948,3362,A,8.30016,pubchem,484073,9606,HTR6,2105,ClC=1C2=C(C(S(=O)(=O)N3CC(C=4C3=CC=CC4)C(=O)N(C5CCN(CC5)C)C)=CC=C2)C=CC1
VCZNWSVEHSSSBT-UHFFFAOYNA-N,11464995,3362,A,6.88174,pubchem,239164,9606,HTR6,2105,S(=O)(=O)(N1CCC(N2C=3C(COC2=O)=CC=CC3C)CC1)C4=C(OC)C=CC(OC)=C4
VDBMDXVKPMDOPB-HLOWKFEJNA-N,11682024,3362,A,9.50031,pubchem,484646,9606,HTR6,2105,S(=O)(=O)(C=1C=C2C([C@@H](CCC2)CNC(=O)C)=C(F)C1)C3=CC=CC=C3
VDJWPWVFSZYDTQ-UHFFFAOYNA-N,10246639,3362,A,7.04096,pubchem,465713,9606,HTR6,2105,S(=O)(=O)(C1=CN(C2CCNCC2)C=3C1=CC=CC3)C4=CC=CC=C4
UYYKMNSBARHQDB-UHFFFAOYNA-N,CHEMBL568935,3362,A,8.77,chembl20,594896,9606,HTR6,2105,O=S(C=1C2=C(N(C1)CCN(C)C)C=CC(=N2)C(=O)C)(C3=CC=CC=4C3=CC=CC4)=O
UZICKKVMOVQUOD-HXTKINSTNA-N,53324722,3362,A,8.45593,pubchem,550750,9606,HTR6,2105,S(=O)(=O)(C1=NNC=2C1=CC(NCC3CCNCC3)=CC2)C=4C=5C(C=CC4)=CC=CC5
UZICKKVMOVQUOD-LELJVTLKNA-N,CHEMBL1642853,3362,A,8.46,chembl20,699278,9606,HTR6,2105,N(CC1CCNCC1)C2=CC=3C(=NNC3S(=O)(=O)C4=CC=CC=5C4=CC=CC5)C=C2
UZKROYHPNXXRML-UHFFFAOYNA-N,16222548,3362,A,7.69037,pubchem,700330,9606,HTR6,2105,S(=O)(=O)(N1C2=C(CC(N(C)C)CC2)C=3C1=CC=CC3)C4=CC=C(OC)C=C4
UZOCTPARSJOREP-UHFFFAOYNA-N,CHEMBL1256257,3362,A,6.76,chembl20,665589,9606,HTR6,2105,C1(=C2C=CC=C(C2=CC=C1)N(C)C)S(NCCCCN3CCN(C4=C(C=CC(=C4)NS(C5=C6C(=CC=C5)C(=CC=C6)N(C)C)(=O)=O)OC)CC3)(=O)=O
UZPGUNXBLLGKSN-UHFFFAOYNA-N,CHEMBL348870,3362,A,8.9,chembl20,3647,9606,HTR6,2105,S(C=1C=C(N2CCNCC2)C(=CC1)OC)(NC3=CC(Cl)=CC=C3)(=O)=O
UZRQUYOHSFAJFG-UHFFFAOYNA-N,CHEMBL2312935,3362,A,5.88,chembl20,935747,9606,HTR6,2105,N1=CC(=CC2=CC=CC=C12)S(=O)(=O)NCCCCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl
UYAYAJOXPNRHRA-UHFFFAOYNA-N,CHEMBL571215,3362,A,7.34,chembl20,594896,9606,HTR6,2105,O=S(C1=CN(C=2C=CC=NC21)CCN)(C3=CC=CC(=C3)C)=O
UYHWYOZDMSEWHQ-UHFFFAOYNA-N,CHEMBL482937,3362,A,8.46,chembl20,501433,9606,HTR6,2105,C=1(C(C)=C(COC2=CC(=CC=C2)Cl)C=CC1)C3CCNCC3
UYKODFCCXHXWPO-KCVULHLTNA-N,CHEMBL1084711,3362,A,9.9,chembl20,635521,9606,HTR6,2105,C1(S(=O)(=O)C2=CC3=C(C=C2)[C@H](CNS(N)(=O)=O)CCC3)=CC(=CC=C1)F
UYLBNFAFIUFFNL-UHFFFAOYNA-N,23288143,3362,A,7.00436,pubchem,239088,9606,HTR6,2105,O=C(N1C=2C(C(C=3CCN(CC3)C)=C1)=CC=CC2)C=4C=CC=CC4
VADZOZAUGGYKFE-UHFFFAOYNA-N,CHEMBL26379,3362,A,7.7,chembl20,955727,9606,HTR6,2105,C=1(C=2C(=CC=C(C#N)C2)NC1)C3=CCNCC3
VAEJKIVMXXKIFX-UUPDFMCFNA-N,CHEMBL1085409,3362,A,7.8,chembl20,635521,9606,HTR6,2105,C1(=CC(=CC=C1)F)S(=O)(=O)C2=CC=3CCC[C@H](C3C=C2)CNC(C=4NC=CN4)=O
VAEXXTRBLCNPTN-UHFFFAOYNA-N,CHEMBL1221497,3362,A,7.89,chembl20,651485,9606,HTR6,2105,N(S(=O)(=O)C=1C=C2C(=CC1)C=CC=C2)C3=CC=CC(N4CCN(CC4)C)=C3
UUAAWZUEHMOCBC-UHFFFAOYNA-N,CHEMBL3286589,3362,A,6.74,chembl20,1361507,9606,HTR6,2105,O=S(=O)(N1C2=CC=CC=3N4CCNCC4CC(C32)=C1)C5=CC=C(C=C5)Cl
SNXKTAGJZJNICJ-UHFFFAOYNA-N,CHEMBL478686,3362,A,7.7,chembl20,517120,9606,HTR6,2105,C=1(NS(C=2SC3=C(C2C)C=C(C=C3)Cl)(=O)=O)C=CC4=C(C1)C(CCN5CCCC5)=C(C)C4
SRJDLGFCKJGRDS-UHFFFAOYNA-N,CHEMBL1950766,3362,A,7.46,chembl20,804508,9606,HTR6,2105,C1(S(C2=CC(=CC=C2)C#N)(=O)=O)=CC=C3C(=C1)C4=C(CC5NC4CC5)N3C
SRJSNQDRXQQERZ-UHFFFAOYNA-N,CHEMBL366935,3362,A,8.62,chembl20,3626,9606,HTR6,2105,N1(S(C2=CC=C(C=C2)I)(=O)=O)C3=C(C(CN(C)C)CCC3)C=4C1=CC=C(OC)C4
SRMRRNRNKROOOC-UHFFFAOYNA-N,CHEMBL1785057,3362,A,7.91,chembl20,750637,9606,HTR6,2105,C1N(CCN(CC2=CC=C3N(C=CC3=C2)S(C4=CC=C(C=C4F)F)(=O)=O)C1)CC
SRQPELDDXIRLNJ-UHFFFAOYNA-N,44435626,3362,A,8.24413,pubchem,300690,9606,HTR6,2105,S(=O)(=O)(C1=CN(C2CCNC2)C3=NC=CC=C31)C=4C=5N=CC=CC5C=CC4
SRWMFYMQNVTDDC-UHFFFAOYNA-N,CHEMBL360475,3362,A,6.61,chembl20,303182,9606,HTR6,2105,S(N1C=C(C2=CCN(CC2)CC=3C=CC=CC3)C4=C1C=CC=C4)(=O)(=O)C5=CC=CC=C5
STRFPXFHEXRQFY-UHFFFAOYNA-N,11849794,3362,A,7.1549,pubchem,269197,9606,HTR6,2105,S(=O)(=O)(NC=1C=CC=CC1)C=2C=C(CCN)C=CC2
SUMCZJCAGCXOIF-DFKUXCBWNA-N,71769315,3362,A,5.18046,pubchem,763806,9606,HTR6,2105,S(=O)(=O)(N1C(=C(C=2C1=CC=CC2)/C=N/N3CCN(CC3)C)C4=CC=CC=C4)C=5C=6C(C=CC5)=CC=CC6
SSOCEQXHMADQGS-UHFFFAOYNA-N,CHEMBL1242703,3362,A,9.1,chembl20,659849,9606,HTR6,2105,S1C2=NC(=C(N2C=C1)S(C3=CN(C=4N=CC=CC43)C5CN(CC5)C)(=O)=O)Cl
SSPHHUZKUKGDFC-UHFFFAOYNA-N,CHEMBL460001,3362,A,7.06,chembl20,540788,9606,HTR6,2105,C=1C(=C2N=C(OC2=CC1)N3CCN(CCCC)CC3)S(C4=C5C(=CC=C4)C=CC=C5)(=O)=O
SSVPEPVAUZOGFB-UHFFFAOYNA-N,CHEMBL3260786,3362,A,7.0,chembl20,1351439,9606,HTR6,2105,C1(CC(CN1C2=CC=C3C(=C2)CCNCC3)C4=CC=CC=C4Cl)=O
SQIGGQMSAKYOHI-UHFFFAOYNA-N,44435619,3362,A,8.82391,pubchem,300690,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)C2=CN(C3CCN(C3)C)C4=NC=CC=C42)C=CC1
SQIYLIOQZJPFEL-UHFFFAOYNA-N,640912,3362,A,6.06248,pubchem,763552,9606,HTR6,2105,S(=O)(=O)(C=1C(OC)=CC=CC1)C2=CC=CC=C2
SQLIJDBHDMBCNH-UHFFFAOYNA-N,44403384,3362,A,7.1549,pubchem,254956,9606,HTR6,2105,ClC=1C=C2C(C=3CCN(CC3)CC)=C(NC2=CC1)CC
SQLZIZOHTHEXMU-LELJVTLKNA-N,46890886,3362,A,7.70006,pubchem,484073,9606,HTR6,2105,S(=O)(=O)(N1CC(C=2C1=CC=CC2)C(=O)NCCN(CC)CC)C=3C=4C(C(OC)=CC3)=CC=CC4
SQMKRTFGGLRJLD-UHFFFAOYNA-N,25024322,3362,A,8.49349,pubchem,600486,9606,HTR6,2105,S(=O)(=O)(N1C2=C(C=C(CN3CCN(CC3)CC)C=C2)C=C1)C4=CC=C(F)C=C4
SQQIVVLKFDUQJX-PWIKPTQSNA-N,71813833,3362,A,5.48413,pubchem,762125,9606,HTR6,2105,S(=O)(=O)(NC1=NNC2=C1CCN(C2=O)C3=CC=C(C=C3)C)C=4C=C(C=CC4)C(F)(F)F
SJAUEJQIVFASOP-UYBDAZJANA-N,49836506,3362,A,6.8729,pubchem,537071,9606,HTR6,2105,S(=O)(=O)(C1=NNC2=C1C(N3CCNCC3)=CC=C2)C4=CC=C(C=C4)C
SJEXHCXVYRSGOK-UHFFFAOYNA-N,CHEMBL370306,3362,A,7.59,chembl20,320876,9606,HTR6,2105,S(N1C=C(C2=CCCNC2)C=3C1=CC=CC3)(C4=CC(F)=C(C=C4)F)(=O)=O
UALCDYCEOQSUDI-ALGICJAMNA-N,46890158,3362,A,8.60033,pubchem,484646,9606,HTR6,2105,S(=O)(=O)(C1=CC2=C([C@@H](CCC2)CNC(=O)N(C)C)C=C1)C=3C=C(F)C=CC3
UARNXWMBTDEUME-UHFFFAOYNA-N,CHEMBL1081792,3362,A,7.17,chembl20,616576,9606,HTR6,2105,C=1C=C2N(C3CN(CCC3)C)C=C(S(C4=CC=CC(=C4)F)(=O)=O)C2=CC1OC
TXSDZIHHMISWFV-UHFFFAOYNA-N,CHEMBL1785055,3362,A,7.96,chembl20,750637,9606,HTR6,2105,C1N(CCN(CC2=CC=C3N(C=CC3=C2)S(C4=CC=C(C=C4)C)(=O)=O)C1)CC
TXYHQHSGNGSQQE-UHFFFAOYNA-N,44435628,3362,A,8.4318,pubchem,300690,9606,HTR6,2105,ClC=1C(S(=O)(=O)C2=CN(C3CCCNC3)C4=NC=CC=C42)=CC=CC1
TYAPSMFCSAKSOR-UHFFFAOYNA-N,CHEMBL268800,3362,A,7.1,chembl20,3664,9606,HTR6,2105,N1C(=C(CCN)C=2C1=CC=C(OC)C2)C
XDQCTOZQNQTRPB-UHFFFAOYNA-N,CHEMBL236313,3362,A,8.7,chembl20,448716,9606,HTR6,2105,C1(S(C=2C3=C(N=CC=C3)N(C2)C4CN(CCC4)C)(=O)=O)N5C(SC=C5)N=C1Cl
TYXLBSQFKMGQKY-GFCCVEGCNA-N,CHEMBL274384,3362,A,7.77,chembl20,3614,9606,HTR6,2105,C1=2C[C@@H](C(N(CC)CC)=O)CN(C1=CC3=C(Br)NC4=C3C2C=CC4)C
TYYUBMJBIGDQNC-PKSOQXRJNA-N,CHEMBL1170886,3362,A,6.77,chembl20,642499,9606,HTR6,2105,N=1C=2N(C=3C=CSC3C1NC4CCCCCC4)N=NC2S(C5=CC=CC=C5)(=O)=O
TYYXFZFUUWYFQO-UHFFFAOYNA-N,CHEMBL179034,3362,A,7.29,chembl20,303258,9606,HTR6,2105,S(N1CCC(N2C(OCC=3C2=CC=CC3)=O)CC1)(C=4C=5C(=CC=CC5)C=CC4)(=O)=O
TWUVMZPWVMHWSE-LILDFLRNNA-N,CHEMBL1762576,3362,A,5.59,chembl20,740242,9606,HTR6,2105,C=1(C=C(C)N2C(N1)=C(C(NCCN(C)C)=N2)S(C3=CC=CC=C3)(=O)=O)C
TZKAXVMSVDWDPN-LILDFLRNNA-N,CHEMBL1172794,3362,A,7.55,chembl20,642500,9606,HTR6,2105,N=1C=2N(C=3C=CSC3C1NC(C)C)N=NC2S(C4=CC(=CC=C4C)C)(=O)=O
TZKYDZXPTOLTKY-UHFFFAOYNA-N,71727195,3362,A,5.05374,pubchem,759365,9606,HTR6,2105,O1C2=C(C=C(CN3CCN(CC3)CC4=CC=CC=C4)C=C2)C(=O)C=5C1=CC(OC)=CC5
TZMFFXKRTCDOCE-FYJGNVAPNA-N,CHEMBL2012643,3362,A,6.36,chembl20,810746,9606,HTR6,2105,O=S(NC1=CC2=C(C=C1)SN=C2/N=C/N(C)C)(=O)C3=CC=4C(C=C3)=CC=CC4
TZMHJAWORUSIEG-UHFFFAOYNA-N,53320010,3362,A,7.21467,pubchem,550980,9606,HTR6,2105,S(=O)(=O)(N1C2=C(C(N3CCN(CC3)C)=CC=C2)C(=O)CC1)C4=CC=5C(C=C4)=CC=CC5
TUMRFRSQWQHLAR-UHFFFAOYNA-N,CHEMBL484533,3362,A,8.0,chembl20,501433,9606,HTR6,2105,C=1(C(C)=C(OS(C2=C(C=CC=C2)C)(=O)=O)C=CC1)C3CCNCC3
TUTVJSZDRKLJLW-UHFFFAOYNA-N,CHEMBL521426,3362,A,7.62,chembl20,488054,9606,HTR6,2105,C1=CC=C2N(S(C3=CC=C4C(=C3)C=CC=C4Cl)(=O)=O)C5=C(C2=C1)CCNCC5
TUVYXOIGALSWMM-LILDFLRNNA-N,46189980,3362,A,8.86012,pubchem,632330,9606,HTR6,2105,S(=O)(=O)(C1=C2N(N=C1NC)C(=C(C(=N2)C)CCN)C)C3=CC=CC=C3
TVCUXULVTLRXAY-MPIMZMORNA-N,49836721,3362,A,6.68403,pubchem,537071,9606,HTR6,2105,S(=O)(=O)(C1=NNC2=C1C=CC(N3CCNCC3)=C2)C4=CC=C(C=C4)C(F)(F)F
TVGSRQITRNMKJJ-UHFFFAOYNA-N,73351903,3362,A,7.49485,pubchem,745143,9606,HTR6,2105,S(OC=1C=C2C(C=3CCNCC3)=C(NC2=CC1)C)(=O)(=O)C(F)(F)F
TVWJLEDPDYVIAF-UHFFFAOYNA-N,CHEMBL2165561,3362,A,7.54,chembl20,861074,9606,HTR6,2105,O=S(=O)(N1C2=CC=C(C=C2C3=C1CCC(C3)N(C)C)Br)C4=CC=C(C=C4)OC
TUMAHXIHYVMANX-UHFFFAOYNA-N,CHEMBL398337,3362,A,7.1,chembl20,458154,9606,HTR6,2105,C1=C(N(=O)=O)C(NCCOC2=CC=C(C=C2)C(C)(C)C)=CC(N3CCN(CC3)C)=C1
TYJYBRVLMVDOMJ-UHFFFAOYNA-N,16222761,3362,A,7.8041,pubchem,700330,9606,HTR6,2105,S(=O)(=O)(N1C2=C(CC(N(C)C)CC2)C3=C1C=CC(F)=C3)C4=CC=CC=C4
SSAOUZNKJBUKRO-UHFFFAOYNA-N,CHEMBL2260379,3362,A,5.54,chembl20,912079,9606,HTR6,2105,N=1C=CC2=C(C1)C(=C(N2)CC)CCN(C)C
UCZYXPWMNBAAMO-UHFFFAOYNA-N,9979748,3362,A,7.92082,pubchem,1067106,9606,HTR6,2105,BrC1=CN2C(=NC(SC)=C(S(=O)(=O)C3=CC=CC=C3)C2=N)C(=C1)C
SZOUKQKLAZNOSX-UHFFFAOYNA-N,16222764,3362,A,7.36151,pubchem,700330,9606,HTR6,2105,BrC1=CC=C(S(=O)(=O)N2C3=C(CC(N(C)C)CC3)C4=C2C=CC(F)=C4)C=C1
UADPBBCFLSQPJT-UHFFFAOYNA-N,CHEMBL460195,3362,A,8.51,chembl20,540788,9606,HTR6,2105,C1=CC=C2C(=C1S(C3=C4C(=CC=C3)C=CC=C4)(=O)=O)N=C(O2)N5CCNCC5
UEDJZAWDDUJLFY-UHFFFAOYNA-N,9863836,3362,A,8.85387,pubchem,313655,9606,HTR6,2105,S(=O)(=O)(C=1C(NC)=CC(N2CCCNCC2)=CC1)C3=CC=C(F)C=C3
UEIGFQQTKIBANH-UHFFFAOYNA-N,CHEMBL181938,3362,A,7.27,chembl20,303182,9606,HTR6,2105,S(N1C=C(C2=CCN(C(OC(C)(C)C)=O)CC2)C3=C1C=CC=C3)(=O)(=O)C=4C=CC=CC4
UEJRENXOUHNGKE-UHFFFAOYNA-N,CHEMBL235070,3362,A,8.31,chembl20,659849,9606,HTR6,2105,C=1C=CC=2C(=CN(C3CNCCC3)C2N1)S(=O)(=O)C4=CC=CC=C4
UEQUQVLFIPOEMF-UHFFFAOYNA-N,CHEMBL6437,3362,A,7.4,chembl20,774719,9606,HTR6,2105,N12C(C=3C(=CC=CC3)CC4=C1C=CC=C4)CN(CC2)C
UESOROQEFCCDGD-MPIMZMORNA-N,49798859,3362,A,6.92082,pubchem,492092,9606,HTR6,2105,ClC=1C=C(CNC2=NC=3N(N=NC3S(=O)(=O)C4=CC=C(C=C4)C)C5=C2SC=C5)C=CC1
UCLUSTXOTBQKRF-UHFFFAOYNA-N,CHEMBL260994,3362,A,6.24,chembl20,476017,9606,HTR6,2105,C(C1=C(NC=2C=CC=CC21)O)CCCN3CCN(CC3)C=4C=CC(=CC4)Cl
UBEFEBGEUSHFSH-UHFFFAOYNA-N,CHEMBL3290004,3362,A,6.88,chembl20,1366806,9606,HTR6,2105,S(=O)(=O)(NCCN1CCC(CC1)C2=NOC=3C2=CC=C(C3)F)C4=CC=C5C(=C4)C=CC=C5
UBEQSQLTEHXJHF-UHFFFAOYNA-N,CHEMBL1950773,3362,A,9.17,chembl20,804508,9606,HTR6,2105,C1(S(N2C3=C(C=C2)C=CC=C3)(=O)=O)=CC=C4C(=C1)C5=C(N4C)CC6NC5CC6
UGIONADHPAWLPG-UHFFFAOYNA-N,CHEMBL251201,3362,A,5.9,chembl20,458154,9606,HTR6,2105,C1=C(N(=O)=O)C(=CC(=C1)N2CCN(CC2)C)NCC=3C=CC=NC3
UGKBAMPEXOAPEC-UHFFFAOYNA-N,56944664,3362,A,7.06048,pubchem,1152666,9606,HTR6,2105,S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC3=C2C=CC=C3)C=4C=C(C=CC4)C
UGKMIYGDPWUKLG-UHFFFAOYNA-N,CHEMBL77855,3362,A,6.37,chembl20,3624,9606,HTR6,2105,N1(CCC2=C(I)C=CC=C2)CCC(C(C3=CC=C(C=C3)F)O)CC1
UGNVDFVTKCKDRU-UWSOAHFCNA-N,CHEMBL1083575,3362,A,9.2,chembl20,635521,9606,HTR6,2105,C1(S(=O)(=O)C2=CC3=C(C=C2)[C@@H](CCC3)CC(=O)N=C(N)N)=CC(=CC=C1)F
UGOLTQIWMDMFNL-LJQANCHMNA-N,CHEMBL599023,3362,A,7.43,chembl20,610399,9606,HTR6,2105,C1(N2C[C@@H](CC2)N)=CC=C3N(N=C(C3=C1)S(=O)(=O)C4=C5C(=CC=C4)C=CC=C5)CC(C)C
UGQOVXDXUKSPEL-UHFFFAOYNA-N,53323873,3362,A,7.59346,pubchem,550898,9606,HTR6,2105,ClC1=CC=2N(S(=O)(=O)C3=CC=4C(C=C3)=CC=CC4)C=C(N5CCN(CC5)CC)C2C=C1
UGSSYCALUUTVMW-UHFFFAOYNA-N,CHEMBL85,3362,A,6.65,chembl20,750035,9606,HTR6,2105,C1(C(N2CCCC=C2N=C1C)=O)CCN3CCC(C4=NOC=5C4=CC=C(F)C5)CC3
UDJPWFAMMNLHMX-UHFFFAOYNA-N,57394662,3362,A,6.83268,pubchem,646449,9606,HTR6,2105,ClC=1C=C(N2CCN(CC2)CCCCNS(=O)(=O)C3=CC=4C(C=C3)=CC=CC4)C=CC1
UDSGXHVBGNZXRF-UHFFFAOYNA-N,90654831,3362,A,5.3831,pubchem,1126945,9606,HTR6,2105,O=C1N(C(=O)N(C1(C2=CC=CC=C2)C3=CC=CC=C3)CCCN4CCN(CC4)C=5C(OCC)=CC=CC5)C
SFBGOEWONWATMZ-UHFFFAOYNA-N,CHEMBL1642416,3362,A,7.8,chembl20,699426,9606,HTR6,2105,C=1C=C(S(N2C=C(N3CCN(CC3)C)C4=C2C=CC=C4)(=O)=O)C=CC1
SKACYVHOKYLXGO-UHFFFAOYNA-N,CHEMBL2401931,3362,A,5.03,chembl20,970262,9606,HTR6,2105,C1(C2=CC=C(C=C2OC=3C(=CC=CC31)CN4CCN(CC4)C5=CC=CC=C5OC)OC)=O
SKALLUGUIYFQTL-UHFFFAOYNA-N,49836828,3362,A,8.74473,pubchem,537072,9606,HTR6,2105,S(=O)(=O)(C1=NN(C=2C1=CC(N3CCN(CC3)C)=CC2)C(C)C)C=4C=5C(C=CC4)=CC=CC5
SKFJRLFNYJGRGH-UYBDAZJANA-N,20901128,3362,A,6.60206,pubchem,492092,9606,HTR6,2105,S(=O)(=O)(C=1N=NN2C3=C(SC=C3)C(NCC4OCCC4)=NC21)C5=CC=C(C=C5)C
ZMSYLDMLIKSKQA-INIZCTEONA-N,46890292,3362,A,7.50004,pubchem,484646,9606,HTR6,2105,S1(=O)(=O)N(C[C@@H]2CCCC3=C2C=CC(S(=O)(=O)C=4C=C(F)C=CC4)=C3)CCC1
USGWILIMLVFFGV-UHFFFAOYNA-N,CHEMBL1242517,3362,A,8.7,chembl20,659849,9606,HTR6,2105,S1C2=NC(=C(N2C=C1)S(C3=CN(C4=C3C=CC=N4)C5CN(CCC5)C)(=O)=O)Cl
UQZLYPDJXHPQGW-UHFFFAOYNA-N,18560186,3362,A,6.52288,pubchem,492092,9606,HTR6,2105,S(=O)(=O)(C=1N=NN2C3=C(SC=C3)C(N(CC4=CC=CC=C4)CC)=NC21)C5=CC=C(C=C5)C
URBDMKKVFOMBMB-NBVVHLFCNA-N,46890293,3362,A,8.30016,pubchem,484646,9606,HTR6,2105,S(=O)(=O)(C1=CC2=C([C@@H](CCC2)CNC(=O)C=3NC=CC3)C=C1)C=4C=C(F)C=CC4
URKOMYMAXPYINW-UHFFFAOYNA-N,CHEMBL716,3362,A,6.0,chembl20,1329315,9606,HTR6,2105,S1C=2C(C(N3CCN(CC3)CCOCCO)=NC=4C1=CC=CC4)=CC=CC2
UUFXAVYQCCJGAI-UHFFFAOYNA-N,16019490,3362,A,5.71444,pubchem,492092,9606,HTR6,2105,S(=O)(=O)(C=1N=NN2C1N=C(N3CCOCC3)C=4SC=CC24)C5=C(C=CC(=C5)C)C
UUSYXRWQMSIPSN-MPIMZMORNA-N,CHEMBL1642888,3362,A,8.01,chembl20,699278,9606,HTR6,2105,O=S(C1=CC=C(C=C1)OC)(=O)C=2NN=C3C2C=C(C=C3)NC4CCNCC4
UUSYXRWQMSIPSN-QWOVJGMINA-N,53316821,3362,A,8.00877,pubchem,550750,9606,HTR6,2105,S(=O)(=O)(C1=NNC=2C1=CC(NC3CCNCC3)=CC2)C4=CC=C(OC)C=C4
UWAOFCDQBWBLQX-UYBDAZJANA-N,CHEMBL1172866,3362,A,6.32,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(C1NCC4OCCC4)SC=C3)N=NC2S(=O)(=O)C5=CC=C(C=C5)Cl
UVIRMXOGFYHFJB-UHFFFAOYNA-N,66800823,3362,A,6.92082,pubchem,1152666,9606,HTR6,2105,S(=O)(=O)(NCCCN1CCN(CC1)C2=NSC3=C2C=CC=C3)C=4SC5=C(C4C)C=C(F)C=C5
UVOSGSZEWAWRAU-UHFFFAOYNA-N,CHEMBL155717,3362,A,9.3,chembl20,3647,9606,HTR6,2105,S(C=1C=C(N2CCNCC2)C(=CC1)OC)(NC=3C=C(Br)C=C(C3)Br)(=O)=O
UTCBGRDLKHYAOT-FYCZVVEANA-N,56593646,3362,A,8.60033,pubchem,621207,9606,HTR6,2105,S(=O)(=O)(N/C(/N1N=CC(C1)CC)=N/CC)C=2C=3C(C=CC2)=CC=CC3
UTCBGRDLKHYAOT-XIVQUJIONA-N,CHEMBL1834338,3362,A,8.6,chembl20,771218,9606,HTR6,2105,N1(/C(/NCC)=N/S(=O)(C=2C=CC=C3C2C=CC=C3)=O)N=CC(CC)C1
UTRZRTWCKQEHFM-UHFFFAOYNA-N,57399547,3362,A,7.04096,pubchem,647060,9606,HTR6,2105,S(=O)(=O)(C1=CC=2C=3C4N(C(CC4)CC3N(C2C=C1)C)CC)C5=CC=CC=C5
UTTOGXNQLFEWEI-QKAFZDFVNA-N,CHEMBL573521,3362,A,8.8,chembl20,589212,9606,HTR6,2105,C=1(C=CC=2CC(/C(/C2C1)=N\N=C(N)N)C)NS(C=3N4C(=NC3Cl)SC=C4)(=O)=O
URWFTQOKDRKKAY-UHFFFAOYNA-N,CHEMBL3216565,3362,A,8.11,chembl20,886900,9606,HTR6,2105,C1=CC=C2C(=C1CN3CCNCC3)C=CN2S(C4=CC=CC=C4)(=O)=O
UHCOWMHLMCHVAH-ADPNSYAHNA-N,CHEMBL1834337,3362,A,8.57,chembl20,771219,9606,HTR6,2105,N1(CC(C=N1)CC)/C(=N/S(=O)(C=2C=CC=C(C2F)Cl)=O)/NCC
UHCOWMHLMCHVAH-FMJLQBJSNA-N,56593645,3362,A,8.56864,pubchem,621208,9606,HTR6,2105,ClC=1C(F)=C(S(=O)(=O)N/C(/N2N=CC(C2)CC)=N/CC)C=CC1
VJSKWISJKOVRKJ-UHFFFAOYNA-N,CHEMBL1222234,3362,A,7.8,chembl20,651485,9606,HTR6,2105,N(C=1C=CC=C(N2CCN(CC2)C)C1)(C(C)C)S(C3=C4C(=CC=C3)C=CC=C4)(=O)=O
VJWZKWJUZBDDRK-DVIAZDKANA-N,CHEMBL1642868,3362,A,7.36,chembl20,699278,9606,HTR6,2105,N(C1=CC=C2C(=NNC2=C1)S(C3=CC=CC=4C3=CC=CC4)(=O)=O)C(CCN(C)C)=O
VJWZKWJUZBDDRK-HPRFPMAVNA-N,53319474,3362,A,7.35655,pubchem,550750,9606,HTR6,2105,S(=O)(=O)(C=1NN=C2C1C=CC(NC(=O)CCN(C)C)=C2)C=3C=4C(C=CC3)=CC=CC4
AJRGJBUDLAAWNT-UHFFFAOYNA-N,44401621,3362,A,6.13077,pubchem,239619,9606,HTR6,2105,S(=O)(=O)(C1CCC=2C1=CC=CC2)C=3C=CC(N)=CC3
VIFGXFJFKMSNKU-UHFFFAOYNA-N,CHEMBL368390,3362,A,9.1,chembl20,303258,9606,HTR6,2105,S(C=1C=2C(=CC=CC2)C=CC1)(NC3=CC=4C(=CNC4C=C3)CCN(C)C)(=O)=O
VIHIJXMLDHEJKT-UHFFFAOYNA-N,CHEMBL3233668,3362,A,5.36,chembl20,1337825,9606,HTR6,2105,CC1(C)C(N(C(N1CCCCCN2CCN(CC2)C3=CC=CC=C3)=O)CC4=CC=CC=C4)=O
VEWOPPFEGYCBTE-HCKMINDGNA-N,56849578,3362,A,9.24033,pubchem,632330,9606,HTR6,2105,S(=O)(=O)(C1=C2N(N=C1NC)C(NC)=CC(=N2)C)C3=CC=CC=C3
